,순위,선수명,팀명,타율,경기수,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,선수ID,생년월일,신장,체중,입단계약금,연봉,지명순위,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,실책,도루성공률,멀티히트,출루율add장타율,득점권타율,대타타율,사진URL
242,15,양석환,LG,0.263,5,21,19,1,5,0,0,1,8,5,0,0,64153,1991년 07월 15일,185cm,90kg,9000만원,21000만원,14 LG 2차 3라운드 28순위,1,0,1,2,0,0.421,0.333,0,-,1,0.754,0.500,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/64153.jpg
243,16,정주현,LG,0.261,90,239,211,35,55,7,4,3,79,27,4,1,79150,1990년 10월 13일,176cm,76kg,6000만원,12500만원,09 LG 2차 5라운드 36순위,22,0,1,44,2,0.374,0.332,5,54.5,15,0.706,0.327,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/79150.jpg
244,17,백승현,LG,0.250,27,39,28,5,7,1,0,0,8,2,6,0,65109,1995년 05월 26일,183cm,78kg,7000만원,3400만원,15 LG 2차 3라운드 30순위,4,0,1,8,0,0.286,0.364,1,-,1,0.650,0.500,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/65109.jpg
245,18,김호은,LG,0.247,54,95,89,12,22,4,0,2,32,8,0,0,66113,1992년 01월 03일,181cm,87kg,5000만원,2700만원,16 LG 2차 7라운드 67순위,4,0,2,9,2,0.360,0.295,1,-,4,0.655,0.227,0.192,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/66113.jpg
246,19,정근우,LG,0.232,58,159,138,20,32,2,0,1,37,12,3,1,75808,1982년 10월 02일,172cm,80kg,14000만원,35000만원,05 SK 2차 1라운드 7순위,15,0,2,19,4,0.268,0.314,8,77.8,6,0.582,0.179,0.188,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/75808.jpg
247,20,장준원,LG,0.228,35,65,57,9,13,3,0,1,19,6,1,1,64115,1995년 11월 21일,183cm,77kg,10000만원,3400만원,14 LG 2차 2라운드 23순위,6,0,0,7,1,0.333,0.297,0,-,3,0.630,0.167,1.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/64115.jpg
248,21,전민수,LG,0.200,4,6,5,0,1,0,0,0,1,0,0,0,78361,1989년 03월 18일,177cm,76kg,5500만원,5000만원,08 현대 2차 4라운드 27순위,1,0,0,2,0,0.200,0.333,1,-,0,0.533,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/78361.jpg
249,22,구본혁,LG,0.188,88,73,64,14,12,0,1,1,17,6,2,0,69100,1997년 01월 11일,177cm,75kg,5000만원,4000만원,19 LG 2차 6라운드 55순위,6,0,1,13,2,0.266,0.268,4,-,3,0.534,0.222,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/69100.jpg
250,23,박재욱,LG,0.167,6,7,6,0,1,0,0,0,1,1,0,0,64100,1995년 12월 06일,180cm,92kg,3000만원,3500만원,14 LG 2차 10라운드 103순위,0,0,1,1,0,0.167,0.286,0,-,0,0.453,1.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/64100.jpg
251,24,이재원,LG,0.050,14,21,20,1,1,0,0,0,1,0,0,0,68106,1999년 07월 17일,192cm,100kg,10000만원,2700만원,18 LG 2차 2라운드 17순위,1,0,0,11,0,0.050,0.095,1,-,0,0.145,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/68106.jpg
252,25,김대현,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,66145,1997년 03월 08일,188cm,100kg,27000만원,12000만원,16 LG 1차,0,0,0,0,0,-,-,0,-,0,-,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/66145.jpg
253,25,류원석,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,63103,1989년 11월 18일,188cm,90kg,,3000만원,13 LG 육성선수,0,0,0,0,0,-,-,0,-,0,-,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/63103.jpg
254,25,박지규,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,65136,1991년 10월 12일,183cm,80kg,6000만원,4000만원,15 LG 2차 5라운드 50순위,0,0,0,0,0,-,-,0,-,0,-,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/65136.jpg
255,25,백청훈,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,78819,1987년 11월 19일,185cm,95kg,8000만원,3500만원,08 SK 2차 2라운드 14순위,0,0,0,0,0,-,-,0,-,0,-,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/78819.jpg
256,25,송은범,LG,-,4,0,0,0,0,0,0,0,0,0,0,0,73801,1984년 03월 17일,182cm,93kg,40000만원,27000만원,03 SK 1차,0,0,0,0,0,-,-,0,-,0,-,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/73801.jpg
257,25,이우찬,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,61145,1992년 08월 04일,183cm,88kg,11000만원,7500만원,11 LG 2라운드 15순위,0,0,0,0,0,-,-,0,-,0,-,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/61145.jpg
258,25,이정용,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,69134,1996년 03월 26일,186cm,85kg,20000만원,2700만원,19 LG 1차,0,0,0,0,0,-,-,0,-,0,-,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/69134.jpg
259,25,이찬혁,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,67164,1998년 08월 19일,187cm,90kg,8000만원,2700만원,17 LG 2차 3라운드 22순위,0,0,0,0,0,-,-,0,-,0,-,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/67164.jpg
260,25,정우영,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,69159,1999년 08월 19일,193cm,85kg,10000만원,8000만원,19 LG 2차 2라운드 15순위,0,0,0,0,0,-,-,0,-,0,-,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/69159.jpg
261,25,진해수,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,76650,1986년 06월 26일,187cm,85kg,4000만원,25000만원,05 KIA 2차 7라운드 50순위,0,0,0,0,0,-,-,0,-,0,-,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/76650.jpg
262,25,최동환,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,79140,1989년 09월 19일,184cm,83kg,12000만원,7000만원,09 LG 2차 2라운드 13순위,0,0,0,0,0,-,-,0,-,0,-,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/79140.jpg
263,25,최성훈,LG,-,3,0,0,0,0,0,0,0,0,0,0,0,62146,1989년 10월 11일,178cm,75kg,11000만원,4700만원,12 LG 2라운드 16순위,0,0,0,0,0,-,-,0,-,0,-,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/62146.jpg
264,25,최재원,LG,0.000,6,6,6,0,0,0,0,0,0,0,0,0,63913,1990년 07월 30일,183cm,81kg,4000만원,6000만원,13 NC 8라운드 67순위,0,0,0,4,1,0.000,0.000,0,-,0,0.000,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/63913.jpg
265,25,한석현,LG,0.000,9,3,2,3,0,0,0,0,0,0,0,0,64101,1994년 05월 17일,181cm,73kg,5000만원,2700만원,14 LG 2차 5라운드 48순위,1,0,0,1,0,0.000,0.333,0,100.0,0,0.333,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/64101.jpg
266,1,김기환,NC,0.500,4,2,2,1,1,1,0,0,2,0,0,0,65462,1995년 08월 25일,182cm,74kg,9000만원,2700만원,15 삼성 2차 3라운드 32순위,0,0,0,0,0,1.000,0.500,0,-,0,1.500,0.000,1.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/65462.jpg
267,2,최정원,NC,0.381,15,27,21,5,8,3,1,0,13,2,1,0,69992,2000년 06월 24일,176cm,70kg,5000만원,2700만원,19 NC 2차 7라운드 67순위,5,0,0,5,0,0.619,0.500,1,100.0,0,1.119,0.500,0.500,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/69992.jpg
268,3,강진성,NC,0.337,80,294,270,44,91,19,0,12,146,54,2,5,62925,1993년 10월 19일,180cm,81kg,7000만원,3800만원,12 NC 4라운드 33순위,12,0,5,30,5,0.541,0.370,3,83.3,24,0.911,0.361,0.556,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/62925.jpg
269,4,박민우,NC,0.333,77,325,288,50,96,18,2,4,130,33,1,6,62907,1993년 02월 06일,185cm,80kg,16000만원,52000만원,12 NC 1라운드 9순위,26,2,4,29,6,0.451,0.389,5,66.7,27,0.840,0.414,0.500,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/62907.jpg
270,5,이명기,NC,0.325,89,353,317,55,103,14,2,1,124,36,2,3,76849,1987년 12월 26일,183cm,87kg,3000만원,24000만원,06 SK 2차 8라운드 63순위,29,0,2,52,5,0.391,0.382,1,66.7,29,0.773,0.324,0.143,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/76849.jpg
271,6,나성범,NC,0.318,90,415,371,81,118,26,2,27,229,84,0,1,62947,1989년 10월 03일,183cm,100kg,30000만원,50000만원,12 NC 2라운드 10순위,36,1,7,109,6,0.617,0.388,0,0.0,39,1.005,0.330,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/62947.jpg
272,7,양의지,NC,0.311,83,330,283,51,88,19,0,16,155,70,1,5,76232,1987년 06월 05일,179cm,85kg,3000만원,200000만원,06 두산 2차 8라운드 59순위,29,2,12,29,9,0.548,0.392,1,100.0,25,0.940,0.407,0.222,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/76232.jpg
273,8,알테어,NC,0.299,89,354,318,65,95,15,5,21,183,78,0,2,50923,1991년 01월 14일,196cm,97kg,200000달러,800000달러,20 NC 자유선발,26,1,8,99,7,0.575,0.364,0,83.3,26,0.939,0.348,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/50923.jpg
274,9,모창민,NC,0.297,50,122,118,8,35,10,1,2,53,8,0,0,78813,1985년 05월 08일,188cm,89kg,12000만원,30000만원,08 SK 2차 1라운드 3순위,4,1,0,18,3,0.449,0.320,1,-,8,0.769,0.250,0.333,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/78813.jpg
275,10,김형준,NC,0.290,19,32,31,2,9,0,0,0,9,3,0,0,68912,1999년 11월 02일,187cm,98kg,15000만원,5000만원,18 NC 2차 1라운드 9순위,1,0,0,8,0,0.290,0.313,0,-,2,0.603,0.400,0.286,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/68912.jpg
276,11,김태군,NC,0.289,56,97,83,13,24,6,0,1,33,17,6,1,78122,1989년 12월 30일,182cm,92kg,8000만원,20000만원,08 LG 2차 3라운드 17순위,3,0,4,13,3,0.398,0.341,2,-,4,0.739,0.348,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/78122.jpg
277,12,박석민,NC,0.284,86,307,243,40,69,7,0,10,106,44,2,3,74465,1985년 06월 22일,178cm,88kg,18000만원,70000만원,04 삼성 1차,49,2,9,41,4,0.436,0.418,12,0.0,10,0.854,0.324,0.571,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/74465.jpg
278,13,노진혁,NC,0.279,87,319,287,48,80,14,2,15,143,59,1,0,62931,1989년 07월 15일,184cm,80kg,8000만원,14000만원,12 NC 특별 20순위,30,1,1,66,7,0.498,0.349,5,0.0,24,0.847,0.368,0.167,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/62931.jpg
279,14,이원재,NC,0.274,36,79,73,10,20,4,2,1,31,5,1,0,62025,1989년 05월 20일,186cm,86kg,,7100만원,13 NC 육성선수,5,1,0,17,2,0.425,0.321,1,100.0,5,0.746,0.188,0.083,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/62025.jpg
280,15,김찬형,NC,0.264,47,60,53,8,14,4,0,0,18,6,2,1,66917,1997년 12월 29일,182cm,80kg,5000만원,5800만원,16 NC 2차 6라운드 53순위,3,0,1,8,0,0.340,0.310,6,50.0,1,0.650,0.313,0.167,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/66917.jpg
281,16,권희동,NC,0.262,79,279,225,43,59,10,0,10,99,35,5,2,63963,1990년 12월 30일,177cm,85kg,3000만원,13500만원,13 NC 9라운드 84순위,40,0,7,50,5,0.440,0.387,2,100.0,11,0.827,0.309,0.444,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/63963.jpg
282,17,김준완,NC,0.240,38,59,50,7,12,0,0,1,15,5,0,0,63920,1991년 01월 20일,174cm,75kg,,8000만원,13 NC 육성선수,9,0,0,8,3,0.300,0.356,0,-,0,0.656,0.176,0.500,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/63920.jpg
283,18,김성욱,NC,0.238,62,116,101,18,24,4,0,3,37,11,3,0,62934,1993년 05월 01일,181cm,83kg,7000만원,12000만원,12 NC 3라운드 32순위,9,0,3,21,0,0.366,0.319,0,63.6,6,0.685,0.389,0.143,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/62934.jpg
284,19,지석훈,NC,0.194,45,80,67,16,13,5,0,1,21,8,1,2,73306,1984년 03월 17일,181cm,74kg,25000만원,12500만원,03 현대 2차 1라운드 6순위,8,0,2,16,4,0.313,0.291,2,100.0,2,0.604,0.200,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/73306.jpg
285,20,박준영,NC,0.171,19,38,35,4,6,4,0,0,10,3,0,0,66928,1997년 08월 05일,181cm,75kg,20000만원,2700만원,16 NC 1차,1,0,2,11,2,0.286,0.237,1,100.0,1,0.523,0.300,0.167,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/66928.jpg
286,21,이상호,NC,0.091,54,47,44,14,4,0,0,0,4,0,1,0,60566,1989년 02월 05일,180cm,82kg,,10000만원,10 롯데 육성선수,2,0,0,4,2,0.091,0.130,1,75.0,0,0.221,0.125,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/60566.jpg
287,22,강동연,NC,-,3,0,0,0,0,0,0,0,0,0,0,0,61295,1992년 12월 18일,195cm,94kg,,3400만원,11 두산 육성선수,0,0,0,0,0,-,-,0,-,0,-,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/61295.jpg
288,22,김건태,NC,-,4,0,0,0,0,0,0,0,0,0,0,0,60339,1991년 10월 02일,185cm,85kg,18000만원,9000만원,10 넥센 1라운드 2순위,0,0,0,0,0,-,-,0,-,0,-,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/60339.jpg
289,22,김진성,NC,-,2,0,0,0,0,0,0,0,0,0,0,0,75867,1985년 03월 07일,186cm,92kg,,16000만원,04 SK 2차 6라운드 42순위,0,0,0,0,0,-,-,0,-,0,-,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/75867.jpg
290,22,배재환,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,64995,1995년 02월 24일,186cm,95kg,15000만원,10500만원,14 NC 2차 1라운드 1순위,0,0,0,0,0,-,-,0,-,0,-,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/64995.jpg
291,22,서호철,NC,0.000,2,8,8,0,0,0,0,0,0,0,0,0,69995,1996년 10월 16일,179cm,85kg,3000만원,3000만원,19 NC 2차 9라운드 87순위,0,0,0,2,0,0.000,0.000,0,-,0,0.000,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/69995.jpg
292,22,손정욱,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,63914,1990년 12월 24일,182cm,84kg,12000만원,4600만원,13 NC 2라운드 10순위 ,0,0,0,0,0,-,-,0,-,0,-,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/63914.jpg
293,22,송명기,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,69962,2000년 08월 09일,191cm,93kg,16000만원,2700만원,19 NC 2차 1라운드 7순위,0,0,0,0,0,-,-,0,-,0,-,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/69962.jpg
294,22,원종현,NC,-,2,0,0,0,0,0,0,0,0,0,0,0,76118,1987년 07월 31일,182cm,83kg,11000만원,26000만원,06 LG 2차 2라운드 11순위,0,0,0,0,0,-,-,0,-,0,-,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/76118.jpg
295,22,유영준,NC,0.000,4,3,3,0,0,0,0,0,0,0,0,0,63903,1994년 07월 13일,183cm,79kg,6000만원,2800만원,13 NC 5라운드 48순위,0,0,0,0,0,0.000,0.000,0,-,0,0.000,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/63903.jpg
296,22,홍성무,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,65042,1993년 01월 25일,183cm,98kg,30000만원,2900만원,15 KT 우선지명,0,0,0,0,0,-,-,0,-,0,-,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/65042.jpg
297,1,채태인,SK,0.297,53,148,128,8,38,2,0,6,58,21,0,0,77463,1982년 10월 11일,187cm,94kg,10000만원,10000만원,07 해외진출선수 특별지명,20,2,0,25,3,0.453,0.392,0,-,9,0.845,0.375,0.200,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/77463.jpg
298,2,오준혁,SK,0.291,53,126,117,17,34,7,0,3,50,14,0,0,61743,1992년 03월 11일,187cm,80kg,3000만원,3000만원,11 한화 8라운드 64순위,8,0,1,29,0,0.427,0.341,0,0.0,8,0.768,0.229,0.316,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/61743.jpg
299,3,김성민,SK,0.286,9,16,14,4,4,0,0,2,10,4,0,0,50848,2001년 04월 30일,184cm,88kg,10000만원,2700만원,20 SK 2차 2라운드 20순위,1,0,1,3,0,0.714,0.375,2,-,1,1.089,0.200,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/50848.jpg
300,4,최정,SK,0.279,94,389,312,64,87,19,0,23,175,69,0,5,75847,1987년 02월 28일,180cm,90kg,30000만원,120000만원,05 SK 1차,58,1,14,63,5,0.561,0.409,6,70.0,22,0.970,0.274,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/75847.jpg
301,5,김성현,SK,0.274,91,248,215,21,59,4,1,1,68,16,7,2,76802,1987년 03월 09일,172cm,72kg,7000만원,21000만원,06 SK 2차 3라운드 20순위,21,0,3,16,4,0.316,0.344,6,50.0,16,0.660,0.227,0.333,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/76802.jpg
302,6,최항,SK,0.273,36,116,99,13,27,2,0,0,29,9,0,1,62884,1994년 01월 03일,183cm,88kg,,7500만원,12 SK 8라운드 70순위,15,1,1,23,3,0.293,0.371,2,100.0,5,0.664,0.233,0.333,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/62884.jpg
303,7,김강민,SK,0.272,79,203,180,28,49,8,1,7,80,32,3,2,71837,1982년 09월 13일,182cm,87kg,11000만원,35000만원,01 SK 2차 2라운드 18순위,16,0,2,37,6,0.444,0.335,1,57.1,12,0.779,0.318,0.176,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/71837.jpg
304,8,로맥,SK,0.270,95,401,333,55,90,19,0,18,163,57,0,3,67872,1985년 09월 30일,188cm,100kg,,900000달러,17 SK 자유선발,62,2,3,80,4,0.489,0.387,8,100.0,23,0.876,0.309,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/67872.jpg
305,9,최지훈,SK,0.268,82,340,299,44,80,13,3,1,102,15,7,1,50854,1997년 07월 23일,178cm,82kg,8000만원,2700만원,20 SK 2차 3라운드 30순위,29,0,4,45,3,0.341,0.339,4,80.0,22,0.680,0.222,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/50854.jpg
306,10,이흥련,SK,0.264,36,110,106,6,28,1,0,3,38,20,0,1,63440,1989년 05월 16일,183cm,91kg,7000만원,7000만원,13 삼성 5라운드 47순위,3,0,0,25,5,0.358,0.282,2,-,6,0.640,0.367,1.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/63440.jpg
307,11,유서준,SK,0.263,20,19,19,8,5,1,0,0,6,1,0,0,64890,1995년 12월 04일,180cm,80kg,11000만원,3100만원,14 SK 2차 2라운드 18순위,0,0,0,3,2,0.316,0.263,2,0.0,0,0.579,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/64890.jpg
308,12,정의윤,SK,0.261,58,172,157,12,41,3,1,1,49,17,0,2,75151,1986년 07월 25일,185cm,90kg,23000만원,30000만원,05 LG 2차 1라운드 3순위,12,1,1,29,7,0.312,0.314,0,0.0,11,0.626,0.238,0.333,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/75151.jpg
309,13,고종욱,SK,0.258,52,160,151,8,39,4,2,1,50,16,0,1,61353,1989년 01월 11일,184cm,83kg,8000만원,17000만원,11 넥센 3라운드 19순위,7,0,1,31,3,0.331,0.294,2,33.3,8,0.625,0.235,0.143,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/61353.jpg
310,14,한동민,SK,0.256,57,216,180,33,46,5,0,13,90,27,0,2,62895,1989년 08월 09일,190cm,105kg,3000만원,25000만원,12 SK 9라운드 85순위,28,1,6,46,8,0.500,0.370,2,100.0,12,0.870,0.140,0.600,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/62895.jpg
311,15,김경호,SK,0.255,30,52,51,7,13,2,1,0,17,4,0,0,64260,1995년 07월 31일,180cm,68kg,3000만원,2900만원,14 두산 2차 6라운드 59순위,1,0,0,9,1,0.333,0.269,0,0.0,2,0.602,0.286,0.333,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/64260.jpg
312,16,오태곤,SK,0.253,53,96,87,13,22,5,1,1,32,13,1,0,60558,1991년 11월 18일,186cm,88kg,9000만원,9500만원,10 롯데 3라운드 22순위,3,0,5,19,3,0.368,0.316,0,75.0,5,0.684,0.346,0.091,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/60558.jpg
313,17,이거연,SK,0.250,3,5,4,0,1,0,0,0,1,0,0,0,50819,1997년 06월 15일,186cm,92kg,3000만원,2700만원,20 SK 2차 9라운드 90순위,1,0,0,2,0,0.250,0.400,0,-,0,0.650,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/50819.jpg
314,18,남태혁,SK,0.245,26,54,49,2,12,1,0,1,16,10,0,0,66052,1991년 03월 13일,187cm,107kg,,3000만원,16 KT 2차 1라운드 1순위,5,0,0,17,2,0.327,0.315,0,-,1,0.642,0.368,0.231,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/66052.jpg
315,19,최준우,SK,0.244,58,196,172,23,42,4,0,3,55,14,5,1,68868,1999년 03월 25일,176cm,78kg,7000만원,3100만원,18 SK 2차 4라운드 35순위,18,0,0,27,3,0.320,0.314,7,50.0,11,0.634,0.214,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/68868.jpg
316,20,정진기,SK,0.238,50,140,126,14,30,2,2,2,42,15,4,2,61869,1992년 10월 10일,185cm,92kg,9000만원,4600만원,11 SK 3라운드 23순위,7,1,1,34,2,0.333,0.279,4,87.5,5,0.612,0.242,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/61869.jpg
317,21,윤석민,SK,0.192,34,76,73,4,14,2,0,3,25,12,0,1,74215,1985년 09월 04일,180cm,88kg,9000만원,18000만원,04 두산 2차 3라운드 20순위,2,0,0,12,3,0.342,0.211,2,-,4,0.553,0.211,0.154,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/74215.jpg
318,22,김창평,SK,0.191,17,55,47,7,9,2,1,0,13,5,0,0,69825,2000년 06월 14일,183cm,78kg,15000만원,3000만원,19 SK 2차 1라운드 6순위,8,0,0,8,1,0.277,0.309,2,100.0,3,0.586,0.500,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/69825.jpg
319,23,이현석,SK,0.176,45,93,85,6,15,2,0,2,23,7,2,0,65869,1992년 06월 07일,175cm,90kg,20000만원,3000만원,15 SK 1차,4,0,2,27,4,0.271,0.231,2,100.0,3,0.502,0.105,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/65869.jpg
320,24,정현,SK,0.153,68,112,98,12,15,3,0,1,21,2,3,0,63450,1994년 06월 01일,181cm,88kg,15000만원,3000만원,13 삼성 1라운드 8순위,10,0,1,30,3,0.214,0.239,6,0.0,2,0.453,0.071,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/63450.jpg
321,25,김재현,SK,0.143,8,14,14,3,2,0,0,0,2,0,0,0,76869,1987년 11월 07일,175cm,72kg,5000만원,5600만원,06 SK 2차 5라운드 36순위,0,0,0,4,0,0.143,0.143,0,-,0,0.286,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/76869.jpg
322,26,이재원,SK,0.129,38,109,93,8,12,2,0,1,17,7,2,1,76812,1988년 02월 24일,185cm,98kg,25000만원,130000만원,06 SK 1차,10,1,3,11,6,0.183,0.234,1,-,2,0.417,0.125,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/76812.jpg
