,순위,선수명,팀명,타율,경기수,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,선수ID,생년월일,신장,체중,입단계약금,연봉,지명순위,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,실책,도루성공률,멀티히트,출루율add장타율,득점권타율,대타타율,사진URL
239,3,김성민,SK,0.286,9,16,14,4,4,0,0,2,10,4,0,0,50848,2001년 04월 30일,184cm,88kg,10000만원,2700만원,20 SK 2차 2라운드 20순위,1,0,1,3,0,0.714,0.375,2,-,1,1.089,0.200,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/50848.jpg
240,4,최정,SK,0.279,94,389,312,64,87,19,0,23,175,69,0,5,75847,1987년 02월 28일,180cm,90kg,30000만원,120000만원,05 SK 1차,58,1,14,63,5,0.561,0.409,6,70.0,22,0.970,0.274,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/75847.jpg
241,5,김성현,SK,0.274,91,248,215,21,59,4,1,1,68,16,7,2,76802,1987년 03월 09일,172cm,72kg,7000만원,21000만원,06 SK 2차 3라운드 20순위,21,0,3,16,4,0.316,0.344,6,50.0,16,0.660,0.227,0.333,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/76802.jpg
242,6,최항,SK,0.273,36,116,99,13,27,2,0,0,29,9,0,1,62884,1994년 01월 03일,183cm,88kg,,7500만원,12 SK 8라운드 70순위,15,1,1,23,3,0.293,0.371,2,100.0,5,0.664,0.233,0.333,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/62884.jpg
243,7,김강민,SK,0.272,79,203,180,28,49,8,1,7,80,32,3,2,71837,1982년 09월 13일,182cm,87kg,11000만원,35000만원,01 SK 2차 2라운드 18순위,16,0,2,37,6,0.444,0.335,1,57.1,12,0.779,0.318,0.176,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/71837.jpg
244,8,로맥,SK,0.270,95,401,333,55,90,19,0,18,163,57,0,3,67872,1985년 09월 30일,188cm,100kg,,900000달러,17 SK 자유선발,62,2,3,80,4,0.489,0.387,8,100.0,23,0.876,0.309,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/67872.jpg
245,9,최지훈,SK,0.268,82,340,299,44,80,13,3,1,102,15,7,1,50854,1997년 07월 23일,178cm,82kg,8000만원,2700만원,20 SK 2차 3라운드 30순위,29,0,4,45,3,0.341,0.339,4,80.0,22,0.680,0.222,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/50854.jpg
246,10,이흥련,SK,0.264,36,110,106,6,28,1,0,3,38,20,0,1,63440,1989년 05월 16일,183cm,91kg,7000만원,7000만원,13 삼성 5라운드 47순위,3,0,0,25,5,0.358,0.282,2,-,6,0.640,0.367,1.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/63440.jpg
247,11,유서준,SK,0.263,20,19,19,8,5,1,0,0,6,1,0,0,64890,1995년 12월 04일,180cm,80kg,11000만원,3100만원,14 SK 2차 2라운드 18순위,0,0,0,3,2,0.316,0.263,2,0.0,0,0.579,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/64890.jpg
248,12,정의윤,SK,0.261,58,172,157,12,41,3,1,1,49,17,0,2,75151,1986년 07월 25일,185cm,90kg,23000만원,30000만원,05 LG 2차 1라운드 3순위,12,1,1,29,7,0.312,0.314,0,0.0,11,0.626,0.238,0.333,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/75151.jpg
249,13,고종욱,SK,0.258,52,160,151,8,39,4,2,1,50,16,0,1,61353,1989년 01월 11일,184cm,83kg,8000만원,17000만원,11 넥센 3라운드 19순위,7,0,1,31,3,0.331,0.294,2,33.3,8,0.625,0.235,0.143,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/61353.jpg
250,14,한동민,SK,0.256,57,216,180,33,46,5,0,13,90,27,0,2,62895,1989년 08월 09일,190cm,105kg,3000만원,25000만원,12 SK 9라운드 85순위,28,1,6,46,8,0.500,0.370,2,100.0,12,0.870,0.140,0.600,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/62895.jpg
251,15,김경호,SK,0.255,30,52,51,7,13,2,1,0,17,4,0,0,64260,1995년 07월 31일,180cm,68kg,3000만원,2900만원,14 두산 2차 6라운드 59순위,1,0,0,9,1,0.333,0.269,0,0.0,2,0.602,0.286,0.333,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/64260.jpg
252,16,오태곤,SK,0.253,53,96,87,13,22,5,1,1,32,13,1,0,60558,1991년 11월 18일,186cm,88kg,9000만원,9500만원,10 롯데 3라운드 22순위,3,0,5,19,3,0.368,0.316,0,75.0,5,0.684,0.346,0.091,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/60558.jpg
253,17,이거연,SK,0.250,3,5,4,0,1,0,0,0,1,0,0,0,50819,1997년 06월 15일,186cm,92kg,3000만원,2700만원,20 SK 2차 9라운드 90순위,1,0,0,2,0,0.250,0.400,0,-,0,0.650,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/50819.jpg
254,18,남태혁,SK,0.245,26,54,49,2,12,1,0,1,16,10,0,0,66052,1991년 03월 13일,187cm,107kg,,3000만원,16 KT 2차 1라운드 1순위,5,0,0,17,2,0.327,0.315,0,-,1,0.642,0.368,0.231,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/66052.jpg
255,19,최준우,SK,0.244,58,196,172,23,42,4,0,3,55,14,5,1,68868,1999년 03월 25일,176cm,78kg,7000만원,3100만원,18 SK 2차 4라운드 35순위,18,0,0,27,3,0.320,0.314,7,50.0,11,0.634,0.214,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/68868.jpg
256,20,정진기,SK,0.238,50,140,126,14,30,2,2,2,42,15,4,2,61869,1992년 10월 10일,185cm,92kg,9000만원,4600만원,11 SK 3라운드 23순위,7,1,1,34,2,0.333,0.279,4,87.5,5,0.612,0.242,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/61869.jpg
257,21,윤석민,SK,0.192,34,76,73,4,14,2,0,3,25,12,0,1,74215,1985년 09월 04일,180cm,88kg,9000만원,18000만원,04 두산 2차 3라운드 20순위,2,0,0,12,3,0.342,0.211,2,-,4,0.553,0.211,0.154,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/74215.jpg
258,22,김창평,SK,0.191,17,55,47,7,9,2,1,0,13,5,0,0,69825,2000년 06월 14일,183cm,78kg,15000만원,3000만원,19 SK 2차 1라운드 6순위,8,0,0,8,1,0.277,0.309,2,100.0,3,0.586,0.500,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/69825.jpg
259,23,이현석,SK,0.176,45,93,85,6,15,2,0,2,23,7,2,0,65869,1992년 06월 07일,175cm,90kg,20000만원,3000만원,15 SK 1차,4,0,2,27,4,0.271,0.231,2,100.0,3,0.502,0.105,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/65869.jpg
260,24,정현,SK,0.153,68,112,98,12,15,3,0,1,21,2,3,0,63450,1994년 06월 01일,181cm,88kg,15000만원,3000만원,13 삼성 1라운드 8순위,10,0,1,30,3,0.214,0.239,6,0.0,2,0.453,0.071,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/63450.jpg
261,25,김재현,SK,0.143,8,14,14,3,2,0,0,0,2,0,0,0,76869,1987년 11월 07일,175cm,72kg,5000만원,5600만원,06 SK 2차 5라운드 36순위,0,0,0,4,0,0.143,0.143,0,-,0,0.286,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/76869.jpg
262,26,이재원,SK,0.129,38,109,93,8,12,2,0,1,17,7,2,1,76812,1988년 02월 24일,185cm,98kg,25000만원,130000만원,06 SK 1차,10,1,3,11,6,0.183,0.234,1,-,2,0.417,0.125,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/76812.jpg
263,27,화이트,SK,0.000,2,6,5,0,0,0,0,0,0,0,0,0,50802,1990년 10월 29일,0cm,0kg,,,20 SK 자유선발,0,0,1,0,0,0.000,0.167,0,-,0,0.167,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/50802.jpg
